nombre_del_estudio,direccion,barrio,telefono,email,instagram,seguidores,puntaje_google,web,fabricantes_ref,diseno,app,resena_destacada,presentacion,servicios_adicionales,horario,codigo_plus,fuente_de_datos,fecha_recoleccion,observaciones,cantidad_resenas,comuna,zona,tiene_instagram,tiene_web,tiene_email,tiene_app,presencia_digital,tiene_telefono,n_canales_contacto,n_fabricantes,fabricante_multiple
Calupi Estudio,"Baigorria 3765, C1417 Cdad. Autónoma de Buenos Aires",Villa del Parque,1123553293.0,,calupi.estudio,,5.0,,,"Colorido Instagram. Studio con diseño básico, combina gris (pelotas) , negro box y luces rosas-malvas.",,"Hace 3 meses: El mejor lugar para hacer pilates en CABA. Llevo ya 3 años yendo, las profes son súper cuidadosas con vos, de que hagas la técnica bien para evitar lesiones. Hace un mes: Calupi es EL lugar. Después de buscar mucho un lugar para moverme, encontré un estudio donde no solo logré ser constante, sino que también vi resultados reales.","En Calupi Estudio, rompemos todos esos mitos y te mostramos lo que es el PILATES para nosotras Con elementos,variantes funcionales,combinaciones de técnicas, clases más intensas e integrales” Instagram. “Esto NO es el pilates clásico que te aburre.  Es PILATES POWER: más fuerza, más intensidad, más integral. Si querés entrenar en serio, sentir tu cuerpo fuerte y ver resultados",Pilates para embarazadas,"De lunes a viernes de 9 a. m.–1 p. m., 4–9 p. m. Sábado, 10 a. m.–1 p. m.",,,"Google maps, Ig",19-07-25,57.0,11.0,Oeste,True,False,False,False,1,True,2,0,False
PILATES AROHA VILLA DEL PARQUE,"Argerich 3023, C1417 Cdad. Autónoma de Buenos Aires",Villa del Parque,1144481880.0,estudioaroha@gmail.com,pilatesaroha,3521.0,,,,Combinación de grises (pelotas) y negro.,,,"Aroha es un estudio de pilates donde las clases se adaptan al alumno brindandole bienestar físico y metal. Practicar el método pilates logra en el cuerpo mejorar la postura, la flexibilidad, tonicidad, elongacion, concentracion y equilibrio.",,"De Lunes a viernes de 8 a. m.–9 p. m. Sábado, 8 a. m.–1 p. m. Horarios Aroha – Villa del Parque & Núñez De lunes a viernes: 08.00 a 14.00 hs 15.00 a 21.00 hs",,"Google maps, face, Ig",19-07-25,"Pilates Reformer sedes: Núñez (Núñez 2396), Villa del Parque(Argerich 3023), Since 2021",,11.0,Oeste,True,False,True,False,2,True,3,0,False
Danez Pilates & Funcional,"Sede: Cuenca 2118, sede: Campana 1644, 1417 Buenos Aires",Villa del Parque,115146355.0,danezpilates@gmail.com,daneztraining,7537.0,5.0,,,"Básico, estudio con paredes color azul, pelotas, pesas",,"Hace 4 meses: Excelente. He ido por tandas, no de manera frecuente por temas personales. Siempre me reciben de 10. Cada una de las profes tiene su estilo y está bueno probar con todas. El espacio es seguro y confortable. Recomiendo. Hace 4 meses: Empecé hace 3 meses por recomendación médica y llegué allí por mi hija que va hace 2 años. No me pierdo una sola clase. Las profes son súper profesionales y dedicadas con cada uno, el ambiente es muy ameno y cuidado. Súper recomendable.",-,"Pilates funcional, training con pesas, mancuernas…",,,"Google maps, IG",20-07-25,Desde marzo de 2016. Tiene dos sedesg,392.0,11.0,Oeste,True,False,True,False,2,True,3,0,False
Casa Dynamo Pilates,"Juan Agustín García 2400, C1416 Cdad. Autónoma de Buenos Aires",Villa del Parque,1169575466.0,,casadynamopilates,2470.0,5.0,,,"Estudio básico, pelotas de colores",,"Una semana atrás nuevos: Los profes están atentos a los detalles en las clases. Se nota que saben lo que están haciendo y la calidez y buena onda con que se entrena hacen que se pueda sostener la actividad con entusiasmo. Busque en otros estudios de pilates pero volví a Casa Dynamo. Para mí son los mejores! una semana atrás Asisto al espacio desde el mes de abril y fue un antes y un después. Las clases con seba son super dinámicas, claras. Aprendí mucho sobre anatomía, posturas, balance de fuerzas y música! El lugar tiene una magia propia, los elementos de buena calidad y un clima hermoso.",-,Pilates circuito,"De Lunes a viernes, 9 a. m.–9 p. m.",-,"Google maps, IG",20-07-25,"Abrieron diciembre de 2014.Ofrecen un instructorado y cursos: ¡Comienza el Instructorado!Estas a tiempo de sumarte.Es una formación completa, teórica y práctica. Está dividida en módulos, por niveles y equipos.Podes deslizar las imágenes y ver todas las fechas .Es presencial y el cupo es limitado",14.0,11.0,Oeste,True,False,False,False,1,True,2,0,False
Pilates Más Actividad sucursal Villa del Parque,"Comuna 11, Av. Nazca 2396, C1416 Cdad. Autónoma de Buenos Aires",Villa del Parque,1156561544.0,,pilatesmasactividad,1795.0,5.0,,,"Básico, colorido",,"Hace un mes: Excelente centro de pilates. Los dueños un 10. Y las profes excelentes todas. Se preocupan mucho por las afecciones o dolencias de cada uno y cuidan mucho que nadie se lastime, algo muy importante para mí. También está súper limpio y prolijo, lo que da mucha tranquilidad, las máquinas las mantienen siempre en excelente estado. Todo un 100 para mí",-,Ofrecen Cursos y Workshops!!,"De lunes a viernes, 8 a. m.–9 p. m. sábado, 9 a. m.–9 p. m.",,"Google maps, IG",20-07-25,Abrieron julio de 2022. Pilates Más Actividad. Sucursal Villa del parque 1156561544 Sucursal Recoleta 1123474694 Marcelo Torcuato 1381 PilatesMasActividad: Pilates reformer Cursos,82.0,11.0,Oeste,True,False,False,False,1,True,2,0,False
Flow Pilates Estudio,"Empedrado 2449, C1417 Cdad. Autónoma de Buenos Aires",Agronomía,1150084294.0,,pilatesflowestudio,577.0,5.2,,,"Paleta de azul turquesa en Instagram,  pequeño estudio es departamento. Dos reformer (no de manera),",,"Una semana atrás: El estudio de Eve es una experiencia transformadora con una profesora que es, sin duda, una genia. Desde el primer momento en que entras a su clase de Pilates no solo domina la técnica, sino que tiene un don único para transmitirla. Su conocimiento anatómico es impresionante, y cada corrección que hace es precisa y personalizada, adaptándose a las necesidades de cada alumno sin perder de vista el grupo. 2 semanas atrás: Las clases con Eve son increíbles !! La dedicación que le pone en cada clase y la buena energía en el estudio me encanta. Recomiendo mucho el espacio.","Studio de Pilates Auténtico Clases presenciales y onlinegrupales/privadas Agronomia, CABA",,De lunes a viernes de 8 a. m.–8 p. m.,,"Google maps, IG",20-07-25,La instructora – dueña es bailarina y cantante,42.0,15.0,Norte,True,False,False,False,1,True,2,0,False
CONSCIOUS STUDIO PILATES,"Pedro Lozano 3082, C1417 Cdad. Autónoma de Buenos Aires",Villa del Parque,1168025106.0,,conscious.studio.pilates,794.0,5.0,,,Básico,,,En Conscious no venís a “quemar” Venís a entender tu cuerpo.,,"De lunes a viernes 8 a. m.–9 p. m. sábado, 10 a. m.–1 p. m.",,"Google maps, IG",20-07-25,Desde abril de 2022,2.0,11.0,Oeste,True,False,False,False,1,True,2,0,False
Ambar Wellness -pilates,"Marcos Sastre 2819, C1417 Cdad. Autónoma de Buenos Aires",Villa del Parque,1158585540.0,,ambar.wellness,1852.0,4.9,,,"Básico. En Instagram paleta de colores pastel gris, verde, marrón, rosa.",,"Hace 2 meses: Me encantan las clases de pilates. Excelente atención por parte de todas las docentes, atendiendo las necesidades de cada alumno y respetando sus tiempos. Espacio amplio, cómodo y luminoso. Hace 2 meses Excelente lugar para hacer pilates! Mucha calidez y profesionalismo por parte de todas las profesoras. Recomiendo",-,"Pilates, yoga y estética","De Lunes a viernes de 8 a. m.–8 p. m. Sábado, 8 a. m.–12 p. m.",-,"Google maps, IG",20-07-25,,40.0,11.0,Oeste,True,False,False,False,1,True,2,0,False
NETO PILATES,"C. Dr. Pedro I. Rivera 5756, C1431FCT Cdad. Autónoma de Buenos Aires",Villa Urquiza,1131131235.0,,netopilates,2550.0,5.0,,,"Studio básico. Instagram Colores pastel: rosa, verde, piel, azul claro.",,"Soy bailarina y vengo acá a entrenar mi flexibilidad, fuerza!.Esta atenta a cada alumno. Amo sus clases y me han sumado a mi baile desde el primer día!",Te invitamos a conectar con tu bienestar a través del Circuito Pilates Clases personalizadas en grupos reducidos,"Cadillar vertical, sprinboard",De Lunes a viernes de 7:30 a. m.–9:30 p. m.,,"Google maps, IG",20-07-25,"Conexiones con el baile, bailarinas y profes, no son local a la calle.. abrieron en 2024.",27.0,12.0,Norte,True,False,False,False,1,True,2,0,False
LA DONATA PILATES,"Av. Olazábal 5559 7, C1430 Cdad. Autónoma de Buenos Aires",Villa Urquiza,1137861599.0,,ladonatapilates,547.0,5.0,,,"Básico, tonalidades grises, pelotas, cintas rosas,",,"Desde que comencé mis clases en el centro noté los cambios el primer día. Las profes son lo más, especialistas que saben lo que hacen y te acompañan en el proceso hacia tus resultados dándote seguimiento constante y personalizado. Un lugar hermoso y muy cálido, ideal para desconectar y reconectar con una misma. Las clases de Gigi son excelentes: súper claras, personalizadas y siempre con buena energía.",-,,"De lunes a viernes 7 a. m.–10 p. m. Sábado, 9 a. m.–1 p. m.",,"Google maps, IG",20-07-25,,47.0,12.0,Norte,True,False,False,False,1,True,2,0,False
Pilates Mahara,"Echeverría 5131, C1431 Cdad. Autónoma de Buenos Aires",Villa Urquiza,1170587666.0,,pilatesmahara,2048.0,4.6,,,"Tonalidades grises y azules, pelotas, deslizantes blancos y rosas, pared malva.",,"Hace 4 meses: Un desastre. Me lastime en una clase estando guiada por una principiante, dónde nos dió posturas de yoga avanzadas. Hermoso y confortable espacio con horarios flexibles y posibilidad de hacer cambios. Profesoras excelentes y atentas a todo. La dueña un encanto.",-,,"Lunes y miércoles de 8 a. m.–12 p. m., 4–9 p. m. martes, jueves y viernes de , 8 a. m.–12 p. m., 5–9 p. m.",,"Google maps, IG",20-07-25,,22.0,12.0,Norte,True,False,False,False,1,True,2,0,False
Studio Smile Pilates,"Juramento 4948, C1431CKJ C1431CKJ, Cdad. Autónoma de Buenos Aires",Villa Urquiza,1128601196.0,,studiosmilepilates,1399.0,4.6,,Studio Moderna,"Estudio grande diseño paleta: bordeau y azul en paredes, y rosa claro. Pelotas grises, pared de madera, otra con un dibujo de hojas… Atractivo. Piso ajedrez. Local a la calle.",Siguefit,"Hace 7 meses: Excelente atención desde el primer día. Fui a una clase de prueba y me enamoré de pilates, del lugar, de la calidez y la atención tanto de las dueñas como de las profes. Son un amor total. Hace 7 meses: Es el mejor lugar de pilates que tiene el barrio. Las profesoras son muy buenas todas. Las camas están impecables y el lugar siempre limpio con olor hermoso y tiene una energía que te invita a quedarte y querer volver a seguir practicando. Las dos encargadas están siempre para resolver lo que se necesite con la mejor predisposición!",-,,"lunes, 8 a. m.–9 p. m. martes, 8 a. m.–1 p. m., 4–9 p. m. miércoles, 8 a. m.–1 p. m., 3–9 p. m. jueves, 8 a. m.–9 p. m. viernes, 8 a. m.–1 p. m., 4–9 p. m. sábado, 9 a. m.–1 p. m.",,"Google maps, IG",20-07-25,,10.0,12.0,Norte,True,False,False,True,2,True,2,1,False
Cuore pilates,"Mendoza 4900 Piso 1, C1431 CIH, Cdad. Autónoma de Buenos Aires",Villa Urquiza,111559262280.0,,cuore_pilates,1415.0,4.0,https://www.cuorepilates.com.a,MB Design,"En Instagram color verde, el local con paredes verdes y blanco, básico, pelotas azules y rojas,",,"Mi mamá fue a una clase de prueba con el mismo señor del que ya vi comentarios negativos… y la verdad, todo cierto: fue maleducado, impaciente y sin el menor tacto (y con una señora de 73 años… tenes que ser forro para tratar mal a alguien grande eh). Y eso que era una clase de prueba… mínimo un poco de amabilidad, no? Lo más llamativo es que la chica que atiende por whatsapp es un amor, todo lo contrario”. “Hace 7 días Nueva La clase muy buena, EL PROFESOR que me toco me hizo BULLING. La clase como digo es muy buena, pero el profesor todo el desarrollo de la clase me hacia comentarios como ""La van a tener que bajar con una soga o Sofia esta te esta mirando y te salen mal los ejercicios"" La verdad no me sentí cómoda en toda la clase.” “Intentando comunicarme durante días: por WhatsApp, tocando timbre y nadie bajó, hablando en 2 oportunidades con las alumnas paradas en la calle. Me respondieron un domingo al mediodía, cualquier cosa, sin haber leído lo que escribí”.","Cuore Pilates nació en el centro de Villa Urquiza en Septiembre de 2009, impulsado por nuestros deseos de crear un centro de pilates distinto. El concepto principal que perseguimos es brindar un espacio sereno y confortable para nuestros alumnos, acompañado de una atención personalizada y cordial. Bajo estos preceptos creamos Cuore Pilates, un espacio dedicado exclusivamente al bienestar del cuerpo y la mente.",,"Lunes a viernes, 8 a. m.–12 p. m., 3–9 p. m. sábado, 9 a. m.–1 p. m.",,"Google maps, IG",20-07-25,,26.0,12.0,Norte,True,True,False,False,2,True,3,1,False
KS Estudio Pilates,"Av. Olazábal 4816, C1431 Cdad. Autónoma de Buenos Aires",Villa Urquiza,111556688738.0,,reel/C-EVmHePwNl,,5.0,,,,,"Hace un mes:Las clases de kari son un 10! Si estas buscando un lugar para hacer pilates es acá. Hace 4 meses Recomiendo las clases de Kari, además de ser una excelente persona, su profesionalismo en cada ejercicio y su dedicación a cada alumna son excelentes.",-,,Lunes a viernes de 8 a. m.–8 p. m,,"Google maps, Ig",20-07-25,,17.0,12.0,Norte,True,False,False,False,1,True,2,0,False
Pilates MEP,"Av. Monroe 5263 C1004, Buenos Aires",Villa Urquiza,,,meppilates,1434.0,4.7,,,"Básico, paleta de colores malva mat, naranja – deslizantes. Reformer nagro y verde.",,Hace 6 meses: Las mejores clases de pilates! Muy profesional y divertido. El equipamiento es super completo. Uso y recomiendo!,-,"Clase de esferodinamia, Depilación definitiva soprano ice, stretching, Clases de aéreo pilates!","Lunes: 8:00–21:00, martes: 8:00–11:00, 17:00–21:00, miércoles: 8:00–21:00, jueves: 8:00–11:00, 17:00–21:00, viernes: 8:00–12:00, 16:00–20:00, sábado: 9:00–12:00",-,"Google maps, IG",21-07-25,,26.0,12.0,Norte,True,False,False,False,1,False,1,0,False
Kairos Pilates y Yoga,"La Pampa 5097, C1431 Villa Urquiza, Cdad. Autónoma de Buenos Aires",Villa Urquiza,111570642564.0,,kairos.urquiza,296.0,5.0,,,"Paletas de colores rosa, turquesa, pastel. Diseño atractivo.",,,,Yoga,"Lunes a viernes, de 8:00 am a 11:00 y de 17 a 21:00",,"Google maps, IG",21-07-25,,3.0,12.0,Norte,True,False,False,False,1,True,2,0,False
